Query,Response
What companies use Button?,"Button does not publish a complete, up-to-date customer directory, but it has publicly documented these customers and technology partners:

Retail and marketplaces: Sam’s Club, Walmart, Groupon, Uber, PetSmart, Walgreens, Foot Locker and eBay. 
Button
+3
Button
+3
Button
+3

Travel: Expedia Group, Hotels.com, Booking.com, Hotwire and CheapOair. 
Button
+1

Publishers and creator platforms: BuzzFeed/Tasty, Mavely, Ibotta and Drop. 
Button
+4
Button
+4
Button
+4

Affiliate and partnership platforms: impact.com, Rakuten Advertising and CJ. 
Button
+2
Button
+2

The strongest recently published customer examples are Sam’s Club, Uber, Expedia Group/Hotels.com and BuzzFeed. Some other names come from older Button marketplace announcements, so they should be treated as historically documented relationships rather than confirmation that every company remains an active customer in July 2026.

Sources:

https://www.usebutton.com/post/sams-club-experienced-a-165-increase-in-total-mobile-affiliate-revenue-with-buttons-reach

https://www.usebutton.com/post/how-button-doubled-affiliate-revenue-for-uber

https://www.usebutton.com/post/hotels-com-supercharged-their-marketing-program-with-button-posttap

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/post/walmart-buzzfeed-and-others-join-buttons-growing-marketplace

https://www.usebutton.com/post/opening-up-affiliate-network-access-to-the-3rd-largest-shopping-app-in-the-us

https://www.usebutton.com/post/button-and-mavely-partner-to-scale-revenue-and-simplify-affiliate-monetization-for-creators

https://www.usebutton.com/post/impact-com-leveraging-buttons-mobile-commerce-optimization-platform-sees-apps-drive-200-the-revenue-of-web-journeys

https://www.usebutton.com/post/button-cj-increase-influencer-conversion-rates-by-over-400"
What are the main features of Button?,"Button is primarily a mobile commerce and affiliate optimization platform. Its main features are:

AI-powered smart routing and deep linking
Button evaluates each tap in real time and directs the shopper to the destination most likely to convert—such as a specific product page in an installed app, an app-install flow, or mobile web. 
Button
+1

App-first conversion optimization
Its Dynamic Decisioning technology detects whether a retailer’s app is installed and prioritizes app journeys when appropriate, helping avoid slow redirects, broken links, and generic landing pages. 
Button

Deterministic, privacy-focused attribution
Button connects a specific tap with subsequent app installs and purchases using first-party, deterministic data rather than relying solely on probabilistic measurement. This helps retailers, publishers, and creators receive proper credit for conversions. 
Button
+1

Mobile Measurement Partner integrations
Button integrates with major MMPs and sends click and campaign data through server-to-server connections, allowing affiliate and creator performance to appear alongside other marketing channels. 
Button
+1

Affiliate and creator commerce optimization
Existing affiliate links can be converted into intelligent, app-aware journeys without forcing publishers or creators to rebuild their workflows. Button also provides end-to-end tracking, commission attribution, and, where available, SKU-level purchase data. 
Button

Full-service affiliate marketplace
Retailers and publishers can use Button’s network to launch or expand affiliate programs, connect with partners, access retailer inventory, and receive technical and campaign support. 
Button

Retail media and Product Listing Ads
Button supports product-focused advertising across publisher and creator inventory. Publishers can combine affiliate commissions with cost-per-click revenue, while retailers can bid on relevant products, categories, or keywords and measure post-click results. 
Button

Low-code implementation
Button promotes a lightweight integration model, including an open-source app library and compatibility with major affiliate networks, reducing the development required to add app routing and attribution. 
Button

Online and card-linked loyalty offers
Through Tap, Button can power mobile shopping and loyalty experiences using both click-based online offers and card-linked offers funded by participating brands. 
Button

Overall, Button’s defining feature is its ability to combine deep linking, machine-learning routing, affiliate attribution, and mobile-app optimization in one platform.

Sources:

https://www.usebutton.com/

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/full-service-network

https://www.usebutton.com/product-listing-ads

https://www.usebutton.com/for-creators

https://www.usebutton.com/tap

https://www.usebutton.com/post/how-button-works-with-mobile-measurement-partners"
Does Button help with mobile app conversions?,"Yes. Button is designed to improve mobile app conversions, particularly for affiliate, creator, and paid-media traffic.

Its PostTap technology helps by:

Deep-linking users directly to the relevant in-app product or checkout page, rather than a homepage or mobile website.

Detecting broken or inefficient mobile journeys and rerouting each visitor toward the path most likely to convert.

Optimizing app versus mobile-web routing using signals such as device, browser, operating system, and whether the app is installed.

Preserving affiliate attribution when customers move between a publisher, mobile web, an app install, and an in-app purchase. 
Button
+2
Button
+2

Button’s published case studies report meaningful improvements, although these are vendor-reported results and may not generalize to every business:

Hotels.com: 8.2% overall conversion-rate lift

Awin partnership: 2.7× higher app conversion rates than mobile web

Sam’s Club: 81% increase in conversion rate

One retailer: 37% lift in revenue per click from dynamic routing 
Button
+3
Button
+3
Button
+3

It is most relevant when your company already has a transactional mobile app and receives substantial mobile traffic from affiliates, creators, social links, or advertising. It is less likely to add much value if you do not have an app, have limited mobile volume, or your main conversion problems occur inside the checkout experience itself.

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform

https://www.usebutton.com/post/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023

https://psgequity.com/portfolio/button

https://www.usebutton.com/post/hotels-com-supercharged-their-marketing-program-with-button-posttap

https://www.usebutton.com/post/awin-and-button-more-than-double-in-app-conversion-rates

https://www.usebutton.com/post/sams-club-experienced-a-165-increase-in-total-mobile-affiliate-revenue-with-buttons-reach

https://www.usebutton.com/post/how-reach-product-enhancements-drove-a-37-lift-in-conversion-rate-for-a-leading-retailer"
Does Button improve affiliate link tracking?,"Yes. Button can improve affiliate link tracking, particularly when shoppers move between social apps, mobile browsers, app stores, and retailer apps.

It does this by:

Preserving attribution across web-to-app journeys: Button uses an attribution token to connect the original tap with an app install and eventual purchase. 
Button Developers
+1

Supporting campaign-level identifiers: Button Links can pass publisher, user, click, or campaign references through parameters such as btn_pub_ref. 
Button Developers

Connecting orders back to the initiating tap: Retailers report purchases through Button’s SDK or server-to-server Order API, allowing the correct affiliate or creator to receive credit. 
Button Developers
+1

Reducing lost in-app conversions: Button says its integrations connect affiliate networks and mobile measurement partners to capture the tap-to-install-to-purchase journey. 
Button

There are limitations. Tracking accuracy depends on the retailer implementing Button correctly, preserving the attribution token and reporting orders—including cancellations and adjustments. Button currently documents a last-click-wins model among Button publishers, with configurable attribution windows and order-count limits. Some embedded browsers inside third-party apps may also behave differently. 
Button Developers
+1

Bottom line: Button is most valuable when a meaningful share of affiliate traffic is mobile or converts inside an app. For a web-only affiliate program with reliable existing tracking, the improvement may be less significant.

https://www.usebutton.com/dynamic-decisioning

https://developer.usebutton.com/docs/button-links-integration

https://developer.usebutton.com/docs/sdk-integration-validation

https://developer.usebutton.com/docs/brand-integrate-your-app

https://developer.usebutton.com/docs/order-api-overview

https://developer.usebutton.com/docs/reporting-orders

https://developer.usebutton.com/docs/how-attribution-works"
How does Button handle deep linking?,"Button handles deep linking through Button Links and its Purchase Path system:

Routes users to the best destination: When someone taps a link, Button can open the retailer’s app, launch an app-install flow, or send the user to a mobile-web checkout. 
Button Developers
+1

Opens the specific product or content: If the app is installed, the user can land directly on the intended in-app page rather than the app’s homepage.

Supports deferred deep linking: If the app is not installed, Button can preserve the original destination through installation and route the user there on first launch. Its Merchant Library restores the deep link using server-side device matching. 
Button Developers
+1

Preserves attribution: A Button attribution token, commonly represented as btn_ref, follows the journey across apps and websites and can later be included with the order to credit the appropriate publisher or campaign. 
Button Developers
+1

Optimizes for conversion: Button’s approach is not simply “always open the app.” It selects among the app, installation, and web experiences based on the available journey and conversion opportunity.

In practical terms, a shopper tapping a creator’s product link could be taken directly to that product in the retailer’s app. Without the app installed, the shopper may be guided through installation and then returned to the same product, while the referral remains attributable.

Sources:

https://developer.usebutton.com/docs/native-app-setup

https://developer.usebutton.com/docs/android-application-tap-integration

https://developer.usebutton.com/docs/sdk-integration-validation

https://developer.usebutton.com/docs/button-merchant-library-overview

https://developer.usebutton.com/docs/brand-integrate-your-app

https://developer.usebutton.com/docs/order-api-overview"
Can Button help creators optimize TikTok or Instagram shopping links?,"Yes—primarily by optimizing the affiliate link

Button can improve shopping links shared through TikTok and Instagram by turning ordinary affiliate URLs into mobile-aware deep links. These links can route shoppers directly to the relevant product inside a retailer’s app—or fall back to the mobile website—while preserving attribution so the creator receives credit for the purchase. 
Button
+1

This is most useful for links placed in:

A TikTok or Instagram bio

Link-in-bio pages such as Linktree

Instagram Stories, messages, or other clickable placements

Social content directing viewers to an external shopping link

Button says its creator tools provide real-time attribution, SKU-level purchase insights, smarter app-versus-web routing, and integration with existing creator-network links. It also offers a creator-focused link-shortening product designed for Amazon links shared through social content. 
Button
+1

Button’s Linktree integration is especially relevant: it applies dynamic routing to shopping links used by creators on social platforms. Button reports conversion-rate improvements of 230% on Instagram and 100% on TikTok, although these are Button’s own figures rather than independently verified results. 
Button

Important limitations

Button does not optimize the TikTok or Instagram algorithm, create content, or make non-clickable captions clickable. It improves the journey after someone taps an external link. It also does not replace native products such as TikTok Shop; it is more relevant when creators are sending followers to Amazon or other external retailers.

TikTok currently limits profile website links: personal accounts generally need at least 1,000 followers, while registered business accounts can also qualify. 
TikTok Support
+1

Bottom line: Button can be valuable for creators already generating meaningful affiliate traffic—particularly through link-in-bio tools or creator networks—but it is a conversion and attribution layer, not a complete social-commerce platform.

https://www.usebutton.com/for-creators

https://www.usebutton.com/dynamic-decisioning

https://links.usebutton.com/

https://www.usebutton.com/post/button-integrates-into-linktree-to-support-social-commerce-for-creators

https://support.tiktok.com/en/getting-started/setting-up-your-profile/linking-another-social-media-account

https://support.tiktok.com/en/using-tiktok/growing-your-audience/switching-to-a-creator-or-business-account"
Does Button work with existing affiliate networks?,"Yes. Button is designed to work alongside existing affiliate networks, rather than requiring you to replace them.

It can integrate with major affiliate-network setups to:

Preserve affiliate attribution when users move from mobile web into an app.

Deep-link shoppers to the appropriate product or app destination.

Improve conversion rates on traffic you already receive from publishers and creators.

Pass verified purchase data back so partners receive the correct commission.

Button says it integrates with leading affiliate networks, and it has a documented integration with impact.com. Exact compatibility and setup requirements depend on your network, tracking configuration, and whether you are a retailer, publisher, or creator platform. 
Button
+3
Button
+3
Button
+3

Sources:

https://www.usebutton.com/old-home-2

https://www.usebutton.com/dynamic-decisioning

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/

https://www.usebutton.com/post/impact-com-leveraging-buttons-mobile-commerce-optimization-platform-sees-apps-drive-200-the-revenue-of-web-journeys"
What is Button and should my company use Button?,"What Button is

Button is a mobile commerce optimization platform for retailers, publishers, affiliate networks, and creator platforms. It sits between a marketing link and the shopping destination, using deep linking, attribution, and automated routing to send each mobile shopper to the experience most likely to convert—often a specific page inside a retailer’s app rather than a slower mobile website. 
Button
+1

Button is not a storefront such as Shopify and is not primarily an affiliate-program management system. It is an optimization layer that can work alongside networks such as impact.com, Awin, Rakuten Advertising, and others. 
impact.com
+1

Its main capabilities include:

Mobile and deferred deep linking

Affiliate and creator conversion attribution

Routing shoppers between apps, app stores, and mobile websites

App-install and in-app purchase measurement

Product- and SKU-level reporting

Affiliate, CPC, and retail-media monetization for publishers

Integrations with existing affiliate and advertising networks 
Button
+2
Button
+2

Should your company use Button?

Probably yes when mobile affiliate or creator commerce is already a meaningful growth channel.

Button is a particularly strong fit when your company:

Operates a consumer shopping, marketplace, travel, delivery, loyalty, or commerce app.

Receives substantial mobile traffic from affiliates, publishers, influencers, or creators.

Sees shoppers land on mobile web even though they have your app installed.

Has difficulty attributing app installs and in-app purchases to partners.

Already uses an affiliate network but needs better mobile routing and tracking.

Runs a publisher or creator network and wants to improve revenue per click or add retail-media revenue.

Button reports significant improvements in app conversions and affiliate revenue in customer studies. For example, its Sam’s Club case study reports a 165% increase in mobile affiliate revenue and an 81% conversion-rate increase. These figures are vendor-reported, so they should be validated through a controlled pilot rather than treated as guaranteed outcomes. 
Button

Button may not be worthwhile when

Your business has no consumer mobile app.

Most conversions happen on desktop or through owned channels.

Your affiliate and creator traffic is small.

You only need partner recruitment, contracts, commission payments, and basic reporting.

You want inexpensive, self-service software with public pricing.

Button appears to use a sales-led, request-a-demo model rather than publishing standard pricing. Its contact process asks about your app, company type, product interest, and current affiliate network, suggesting that pricing and implementation are customized. 
Button

Public third-party review volume is also limited—G2 currently shows only a small number of reviews—so references from similar customers and your own test data will be more useful than review-site averages. 
G2

Recommendation

Use Button if your company has an app and is losing measurable revenue between affiliate or creator clicks and completed mobile purchases.

Before signing a broad agreement, run a pilot on one or two high-volume mobile partner channels. Compare:

Mobile conversion rate

App-open and app-install rate

Revenue per tap

Attributed in-app sales

Incremental revenue after Button’s fees

Engineering and operational effort

For a company without an app or without substantial partner-driven mobile traffic, Button is likely more infrastructure than you need.

Sources

https://www.usebutton.com/

https://www.usebutton.com/full-service-network

https://www.usebutton.com/for-creators

https://www.usebutton.com/product-listing-ads

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/

https://developer.usebutton.com/docs/brand-integrate-your-app

https://www.usebutton.com/post/sams-club-experienced-a-165-increase-in-total-mobile-affiliate-revenue-with-buttons-reach

https://www.usebutton.com/contact-us

https://www.g2.com/products/button/reviews"
How does Button compare to other ecommerce optimization tools?,"Bottom line

Button is a specialized mobile-commerce optimization layer, not a complete ecommerce optimization suite. Its strongest use case is improving what happens after someone taps an affiliate, creator, publisher, or social-commerce link: routing the shopper to the most likely converting app or web destination while preserving attribution. 
Button
+1

How it compares
Tool category	Primary job	Button’s relative strength
Button	Mobile deep linking, app/web routing, partner-traffic attribution and conversion optimization	Best for increasing conversion from mobile affiliate, creator and publisher traffic
Branch / AppsFlyer	Broad mobile measurement, attribution and deep linking across paid and owned channels	Better for organization-wide mobile measurement; Button is more commerce- and partner-traffic-specific 
Branch
+1

impact.com and affiliate platforms	Recruiting partners, contracts, commissions, payouts, fraud controls and program management	Better for operating the entire partnership program; Button focuses more on the shopper journey after the partner click 
impact.com

VWO / Optimizely	A/B testing, experimentation, feature testing and personalization	Better for testing storefront pages, checkout flows and product experiences; Button does not replace a CRO platform 
VWO
+1

Nosto and personalization tools	Product recommendations, search, merchandising and onsite personalization	Better once shoppers are already browsing the store; Button primarily improves how mobile shoppers arrive and are attributed 
Nosto
Where Button stands out

Button is particularly differentiated when:

Your company has a transactional mobile app.

A meaningful share of revenue comes from creators, affiliates, publishers or social links.

Mobile clicks frequently open the wrong page, remain in an embedded browser or lose attribution.

You want to choose dynamically between an app destination and mobile web based on conversion probability.

You already have an affiliate network or measurement platform but need better mobile conversion after the click.

Its retailer integration includes mobile libraries for handling inbound users and attribution tokens, plus client-side or server-to-server order reporting. 
Button Developers
+1

Where alternatives are stronger

Button is unlikely to be the first tool to buy when your main problem is:

Low website checkout conversion: use an experimentation/CRO platform.

Poor product discovery: use search, recommendations or merchandising software.

Managing thousands of partners and payments: use a full partnership-management platform.

Measuring every mobile acquisition channel: use a broader mobile measurement platform.

Mostly desktop traffic with no important app experience: Button’s mobile specialization provides less incremental value.

One material limitation is that Button’s documentation describes its order attribution model as last-click wins, considering clicks from Button publishers. Companies requiring flexible multi-touch or incrementality-based attribution should evaluate Button alongside—not necessarily instead of—their broader measurement stack. 
Button Developers

Recommendation

For a retailer with a strong app and substantial affiliate, creator or publisher traffic, Button can be a valuable complement to an affiliate network, MMP and CRO platform. For a web-first ecommerce company seeking general conversion optimization, a tool such as VWO, Optimizely or Nosto will usually address the larger immediate opportunity.

Sources used:

https://www.usebutton.com/dynamic-decisioning

https://developer.usebutton.com/docs/brand-integrate-your-app

https://developer.usebutton.com/docs/button-merchant-library-overview

https://developer.usebutton.com/docs/order-api-overview

https://developer.usebutton.com/docs/how-attribution-works

https://www.branch.io/

https://www.appsflyer.com/products/measurement/mobile-attribution/

https://impact.com/affiliate-marketing/

https://vwo.com/testing/

https://www.optimizely.com/products/experimentation

https://www.nosto.com/"
What are the pros and cons of using Button?,"Pros of using Button

1. Strong mobile conversion optimization
Button routes shoppers to the purchasing path most likely to convert—such as a specific page in a retailer’s app rather than a generic mobile-web page. Its tools combine deep linking, attribution, and machine-learning-based routing. 
Button Developers
+1

2. Better affiliate and creator attribution
The platform is designed to preserve tracking as users move between social apps, browsers, app stores, retailer apps, and websites—journeys where affiliate attribution is often lost. 
Button Developers
+1

3. Can complement existing affiliate relationships
Publishers can use Button with existing retailer and affiliate-network relationships rather than migrating their partnerships onto an entirely new network. 
Button

4. Evidence of meaningful performance improvements
Button publishes case studies reporting improvements such as a 37% conversion lift for one retailer, while its broader case-study library includes reported gains for brands such as Sam’s Club, Uber, Deliveroo, and Wowcher. These results are encouraging, although they should not be treated as guaranteed outcomes. 
Button
+1

5. Useful across several commerce models
Button offers products for retailers, publishers, affiliate programs, and creator networks, making it potentially useful for companies managing multiple performance-marketing channels. 
Button
+1

Cons of using Button

1. Implementation may require engineering work
Despite some low-code link options, a full brand integration can involve SDK or merchant-library setup, attribution-token management, order reporting, deep-link configuration, and testing. 
Button Developers
+1

2. Pricing is not transparent publicly
Button’s main product pages generally direct companies to request a demo or apply, rather than displaying standard plans. That makes it harder to estimate costs or compare vendors without entering a sales process. 
Button
+1

3. Some mobile environments can still cause problems
Button’s documentation notes that links may not behave as expected inside certain embedded webviews, including apps such as Facebook and Slack. Testing every important traffic source remains necessary. 
Button Developers

4. Most published performance evidence comes from Button
Many conversion and revenue figures are company case studies or commissioned research. Independent review coverage appears limited—G2 currently shows only a small number of reviews—so your own controlled pilot is more valuable than relying on headline results. 
Button
+2
G2
+2

5. Less compelling for desktop-first businesses
Button’s clearest differentiation is fixing mobile journeys between apps and the web. A business with little app traffic, limited affiliate volume, or a primarily desktop checkout may receive less incremental value. This is an inference from Button’s product positioning and technical documentation. 
Button
+1

6. Additional vendor and data-governance considerations
Button processes commerce-journey information for attribution, fee accounting, optimization, and fraud mitigation. Legal, privacy, security, data-retention, and vendor-dependency reviews should therefore be part of implementation. 
Button
+1

Bottom line

Button is most attractive for a retailer, publisher, or creator platform with substantial mobile affiliate traffic, an established app, and measurable attribution or deep-linking problems. It is less likely to justify the effort for a small, desktop-focused business with limited commerce volume.

The best evaluation method is a time-boxed pilot measuring incremental conversion rate, recovered attribution, revenue per click, app installs, margin after Button’s fees, and engineering effort against an existing control group.

Sources used:

https://www.usebutton.com/

https://developer.usebutton.com/docs/native-app-setup

https://developer.usebutton.com/docs/button-links-integration

https://developer.usebutton.com/docs/brand-integrate-your-app

https://developer.usebutton.com/docs/web-app-links

https://developer.usebutton.com/docs/sdk-integration-validation

https://developer.usebutton.com/docs/manual-brand-testing

https://developer.usebutton.com/docs/brands-getting-started

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/category/case-studies

https://www.usebutton.com/post/how-reach-product-enhancements-drove-a-37-lift-in-conversion-rate-for-a-leading-retailer

https://www.usebutton.com/for-creators

https://www.usebutton.com/full-service-network

https://app.usebutton.com/signup/

https://www.usebutton.com/support/privacy-policy

https://www.usebutton.com/support/terms-of-service

https://www.g2.com/products/button/reviews

https://www.prnewswire.com/news-releases/new-study-reveals-432-return-on-investment-for-retailers-and-partners-using-buttons-patented-ai-powered-mobile-routing-technology-302801284.html"

Total run time,23m 16s
